NU_INSCRICAO,race_label,composite_raw_equal,composite_decile,split
190001698254,White,488.43999999999994,3,train
190001862898,Pardo,496.64,4,val
190002671201,White,432.7200000000001,1,train
190001852303,Pardo,588.6,7,train
190001841598,White,485.26000000000005,3,train
190001636489,Pardo,387.3,0,test
190001632854,White,462.23999999999995,2,train
190001781456,White,538.3,6,train
190001265215,Pardo,638.0200000000001,8,val
190001744281,White,486.93999999999994,3,val
190001665012,Pardo,523.8399999999999,5,test
190001626203,White,464.87999999999994,2,test
190001491347,Pardo,426.8,1,val
190001123041,Pardo,498.06000000000006,4,train
190001017536,Pardo,347.08000000000004,0,test
190001021232,Pardo,425.5799999999999,1,train
190001233355,Pardo,545.2,6,val
190002031487,Pardo,506.06000000000006,4,test
190001021770,White,502.38,4,train
190001781300,White,498.3,4,val
190002030269,Pardo,594.62,8,train
190001891823,White,603.8799999999999,8,test
190001107376,Black,489.9,3,train
190001725765,White,539.72,6,val
190001901947,White,516.4399999999999,5,train
190001639507,Black,613.64,8,val
190001819219,White,513.42,5,train
190001894661,White,602.22,8,test
190001461904,Pardo,485.3,3,train
190001591175,Pardo,444.06000000000006,1,val
190001130288,Asian,555.36,6,train
190001830721,White,622.32,8,train
190001112679,Pardo,504.15999999999997,4,train
190001409046,Asian,570.9399999999999,7,val
190001338899,Pardo,464.64,2,train
190002076337,Pardo,579.54,7,train
190001226846,Pardo,518.3399999999999,5,test
190001527555,Black,562.1800000000001,7,train
190001873168,White,383.86,0,train
190001349006,Pardo,510.58000000000004,4,test
190001848596,Black,497.91999999999996,4,train
190001676151,White,530.74,5,test
190001661214,Pardo,475.1,3,train
190001795128,White,482.34,3,train
190002037423,Pardo,633.86,8,train
190001584108,White,620.9399999999999,8,train
190001405228,Pardo,455.64,2,train
190001666746,Pardo,568.02,7,train
190001039822,Black,461.9799999999999,2,train
190001584363,Pardo,460.91999999999996,2,val
190001753932,White,693.68,9,train
190001395721,Pardo,418.7,0,test
190001637104,Pardo,455.21999999999997,2,test
190001234012,Black,419.32,0,train
190001741289,White,501.41999999999996,4,val
190002051123,Pardo,622.1200000000001,8,test
190001513653,Black,476.48,3,train
190001819315,White,598.6800000000001,8,test
190001698779,White,579.62,7,test
190001470792,White,515.42,5,train
190001405340,Pardo,644.48,9,test
190001631820,White,506.2200000000001,4,train
190001595039,Pardo,367.97999999999996,0,train
190001496303,White,599.4399999999999,8,train
190001207619,Pardo,419.93999999999994,0,val
190001758038,Pardo,428.62000000000006,1,val
190001829761,White,638.3799999999999,8,val
190001641339,Pardo,464.9,2,train
190001485724,White,513.28,5,train
190001847537,White,456.02,2,train
190001130661,Pardo,571.02,7,train
190001632659,Pardo,440.14,1,test
190001352517,White,395.7,0,test
190001128510,Pardo,659.86,9,test
190002026460,Pardo,586.0200000000001,7,train
190001789767,Pardo,452.96000000000004,2,val
190002055502,Pardo,483.7,3,train
190001761518,Pardo,616.9399999999999,8,test
190001548227,Pardo,472.86,2,test
190001548669,White,533.96,5,test
190001503906,Pardo,575.2,7,train
190001852168,Pardo,481.68,3,test
190001385095,White,494.82000000000005,4,train
190001409192,Pardo,573.88,7,test
190001856605,Black,574.54,7,val
190001577464,Pardo,503.34,4,train
190001652191,Black,498.28000000000003,4,train
190001570620,Black,426.14,1,train
190001570639,Pardo,629.02,8,val
190001734185,Pardo,668.78,9,test
190001016826,Pardo,483.38,3,train
190001021238,White,643.0600000000001,9,test
190001668276,White,539.2,6,test
190001856923,Pardo,485.3,3,train
190001115750,Pardo,612.36,8,test
190001233639,Black,659.7,9,train
190001712015,White,468.16,2,train
190001647170,Pardo,475.58000000000004,3,train
190001671643,White,608.22,8,train
190001777921,White,693.0200000000001,9,val
190001191360,White,436.14,1,val
190001456216,Pardo,454.3,2,train
190001677433,Black,445.37999999999994,1,test
190001095573,Pardo,526.6999999999999,5,train
190001385939,Black,500.14,4,test
190001022884,Indigenous,480.82,3,train
190001788222,White,679.9,9,train
190001023037,Pardo,600.4399999999999,8,train
190001884537,Pardo,416.6,0,val
190001853101,Pardo,531.9399999999999,5,train
190001819711,Pardo,474.44000000000005,3,train
190001116083,Black,633.28,8,train
190001020519,Pardo,548.26,6,train
190001039757,Pardo,408.2,0,train
190001904771,Asian,448.7200000000001,1,test
190001852667,Pardo,529.3399999999999,5,train
190001805048,Pardo,525.28,5,train
190001345892,Pardo,450.02,1,train
190001247692,Pardo,448.12,1,train
190001697890,White,514.6600000000001,5,test
190001649909,Black,416.38,0,val
190002065954,Pardo,488.32000000000005,3,train
190001120466,Pardo,479.66,3,train
190001640658,Pardo,463.16,2,test
190001374742,Pardo,554.28,6,val
190001241300,Pardo,459.48,2,test
190001781258,White,636.8399999999999,8,train
190001901329,Black,504.03999999999996,4,train
190001222358,White,497.62,4,train
190001434791,Pardo,410.68,0,test
190001107412,Pardo,634.5,8,test
190001873338,Pardo,539.5,6,train
190001736813,Pardo,477.06000000000006,3,test
190002023594,Pardo,473.82,2,train
190001128430,Pardo,718.34,9,train
190001434882,Pardo,532.26,5,test
190001500099,Pardo,467.9200000000001,2,test
190001704967,White,669.08,9,train
190001485382,White,472.16,2,train
190001765029,Pardo,578.32,7,train
190001774489,White,495.06000000000006,4,test
190001648111,Pardo,570.6,7,train
190001701349,White,434.71999999999997,1,val
190002065119,Pardo,401.74,0,val
190001659223,Pardo,372.41999999999996,0,val
190001386044,White,568.7,7,test
190001079802,White,555.8799999999999,6,val
190001910482,Pardo,657.0400000000001,9,train
190001128547,Pardo,451.96000000000004,1,train
190001258593,Pardo,469.18,2,train
190001588049,White,607.4200000000001,8,train
190001592208,White,386.53999999999996,0,train
190001467260,Pardo,477.82,3,train
190001623603,Pardo,500.56000000000006,4,train
190001201717,Pardo,523.5600000000001,5,train
190001124662,Black,459.44000000000005,2,train
190001661488,Pardo,655.04,9,train
190001679065,Black,564.9,7,train
190002234213,Black,400.8,0,train
190001873213,White,530.1400000000001,5,test
190001367707,White,727.54,9,train
190001661306,Pardo,506.5,4,train
190001639194,White,579.26,7,val
190001673581,Pardo,571.1200000000001,7,val
190001016785,White,510.12,4,test
190001431151,Pardo,448.2200000000001,1,test
190001115052,Pardo,456.64,2,train
190001018802,Pardo,471.36,2,val
190001653480,White,542.54,6,train
190001129042,Black,473.76000000000005,2,train
190001886921,White,437.06000000000006,1,test
190001636117,White,379.15999999999997,0,test
190001108072,Pardo,526.9,5,train
190001591475,Pardo,692.48,9,train
190001367517,Pardo,488.34,3,train
190001481916,White,480.1,3,train
190001247438,Black,611.3,8,train
190001897310,White,616.74,8,train
190003015206,White,785.3800000000001,9,val
190001021892,Pardo,516.58,5,train
190001276550,Pardo,578.2,7,train
190001679212,Black,571.66,7,test
190001502314,Pardo,602.3399999999999,8,train
190001269446,Black,425.5,1,val
190001091555,Pardo,446.18,1,train
190001018172,Pardo,495.8,4,train
190001633478,Pardo,508.21999999999997,4,train
190001130590,Pardo,510.2200000000001,4,train
190001877471,White,434.6,1,val
190001367682,White,489.26000000000005,3,train
190001483895,Black,459.7,2,val
190001598320,Pardo,440.82,1,train
190001784672,White,558.8799999999999,6,train
190001118363,White,481.66,3,train
190001884843,Pardo,454.76000000000005,2,val
190001345908,Pardo,669.9,9,train
190001761452,White,412.86,0,test
190001258136,White,690.5600000000001,9,train
190001371519,Pardo,496.4,4,train
190001701753,Black,481.91999999999996,3,train
190001095450,Pardo,555.8,6,train
190001199274,Pardo,503.62000000000006,4,test
190001628291,White,602.84,8,train
190001661607,Pardo,422.9200000000001,0,test
190001884713,White,646.3799999999999,9,train
190001075168,Pardo,603.96,8,val
190001695408,White,732.8399999999999,9,train
190001121509,Pardo,568.76,7,train
190001367881,Pardo,728.46,9,train
190001679235,Black,462.02,2,train
190001898070,White,524.9,5,test
190001128515,Asian,436.58000000000004,1,train
190001667865,Pardo,421.1,0,train
190001233977,Pardo,470.14,2,train
190001844537,White,618.14,8,train
190001247799,Black,469.6,2,train
190001786199,Pardo,417.03999999999996,0,train
190001685776,White,544.72,6,train
190001880682,White,580.54,7,train
190001884189,White,543.76,6,train
190001476725,White,522.42,5,train
190001237768,Pardo,476.2,3,val
190001265509,Pardo,438.7,1,val
190001118373,Pardo,456.14,2,train
190001427436,White,426.21999999999997,1,train
190001639550,White,585.92,7,train
190001205543,Pardo,449.87999999999994,1,val
190001036937,Pardo,492.73999999999995,3,test
190001459885,White,496.9799999999999,4,train
190001124475,Pardo,451.9599999999999,1,train
190001654483,Black,606.48,8,train
190001392914,Pardo,564.9,7,test
190001734098,White,438.32,1,train
190001874026,White,708.26,9,train
190001261639,Black,530.9399999999999,5,train
190001897107,White,680.5799999999999,9,test
190001601822,Pardo,551.1600000000001,6,val
190001870914,White,600.9399999999999,8,test
190001069556,White,451.21999999999997,1,train
190001729230,White,679.0,9,test
190001385553,Pardo,415.88,0,val
190001078574,White,442.06000000000006,1,train
190001042781,Pardo,438.03999999999996,1,val
190001363319,Pardo,619.6400000000001,8,train
190001548592,White,491.23999999999995,3,train
190001606081,Pardo,520.8,5,train
190001353436,Pardo,420.12000000000006,0,train
190001874257,White,682.62,9,train
190001719946,White,544.42,6,val
190001688830,Pardo,559.5600000000001,6,val
190001265231,Black,464.58000000000004,2,train
190001848509,White,499.66,4,train
190001708444,Pardo,473.6,2,train
190001661766,Pardo,516.42,5,test
190001570714,Black,552.54,6,train
190001105183,Pardo,590.58,7,train
190001021779,Pardo,452.86,2,train
190001812636,Black,451.34,1,test
190001018041,Pardo,421.66,0,val
190001880284,White,494.73999999999995,4,train
190001237746,Pardo,549.0,6,train
190001124448,Pardo,518.9799999999999,5,train
190001750334,White,521.6400000000001,5,val
190001079846,White,533.62,5,train
190001244456,Black,438.5,1,train
190001682034,Pardo,435.21999999999997,1,train
190001637120,Black,413.78000000000003,0,train
190001694685,Pardo,463.91999999999996,2,train
190001463387,Black,339.96000000000004,0,test
190001640259,White,666.88,9,train
190001651151,White,416.41999999999996,0,test
190001837409,White,488.93999999999994,3,train
190001385608,White,713.48,9,test
190001199329,Pardo,452.26000000000005,1,train
190001262018,White,533.02,5,train
190001673617,Pardo,590.44,7,train
190001581191,White,569.62,7,train
190001891556,White,555.9399999999999,6,train
190001403340,Asian,450.76000000000005,1,train
190001729252,White,494.78000000000003,4,test
190001193485,Pardo,504.03999999999996,4,train
190001090192,Black,461.28000000000003,2,train
190001676190,White,594.1800000000001,8,train
190001018247,White,379.3,0,train
190001752549,Pardo,563.3,7,train
190001133046,Pardo,552.3,6,train
190001107425,Pardo,476.86,3,test
190001016994,Pardo,573.28,7,test
190001630000,Pardo,408.86,0,val
190001100367,Pardo,403.52,0,train
190001683007,Pardo,545.46,6,val
190001870520,White,742.9,9,val
190001393244,White,644.0600000000001,9,train
190001120642,Pardo,540.36,6,train
190001629812,Pardo,417.5400000000001,0,val
190001374696,Pardo,570.88,7,test
190001699077,White,659.46,9,train
190001480316,Pardo,584.8,7,test
190002052068,Black,572.8399999999999,7,train
190001776008,Black,544.8799999999999,6,train
190001891018,Pardo,574.3,7,train
190001389202,White,532.54,5,train
190001240162,Pardo,496.03999999999996,4,train
190001431035,Pardo,531.5,5,train
190001353129,White,374.12,0,val
190001352972,White,704.48,9,train
190001124527,Pardo,530.96,5,val
190001251285,Black,576.14,7,val
190001866812,White,673.5,9,train
190001131571,Pardo,450.2,1,val
190001371516,White,434.5,1,train
190002051229,Pardo,433.12,1,train
190001658970,Pardo,560.4399999999999,7,test
190001507220,White,469.73999999999995,2,test
190001723553,Pardo,625.6800000000001,8,train
190001265753,Pardo,529.0600000000001,5,val
190001657023,Asian,507.71999999999997,4,test
190001870031,Pardo,431.2,1,train
190001732652,White,687.0,9,train
190001124166,Pardo,524.0,5,val
190001489464,Pardo,450.38,1,train
190001587757,Pardo,446.4,1,test
190001673534,Black,611.1,8,test
190001484072,Pardo,460.56000000000006,2,train
190001371124,Pardo,624.2,8,train
190002022908,Asian,571.58,7,train
190001751720,Pardo,339.24,0,train
190001571233,Black,565.8399999999999,7,train
190001898356,White,532.08,5,train
190001388782,White,594.5,8,test
190001765889,White,503.98,4,train
190001571327,White,638.08,8,train
190001664671,Pardo,706.02,9,train
190001250906,Pardo,594.72,8,train
190001531054,Pardo,553.4,6,train
190001273151,Pardo,531.2,5,val
190001581337,Pardo,498.86,4,test
190001812044,White,581.46,7,test
190001129040,Black,507.12,4,val
190001577316,Pardo,630.32,8,test
190001661575,White,582.62,7,test
190002072753,Pardo,558.7,6,train
190001908210,White,565.28,7,train
190001632162,White,731.8799999999999,9,train
190001887693,Black,530.6,5,train
190001629684,Pardo,405.91999999999996,0,train
190001677562,Pardo,541.5799999999999,6,val
190002220991,Pardo,543.2,6,train
190001032482,Pardo,528.28,5,val
190001661493,White,630.62,8,train
190001886834,Pardo,529.32,5,test
190001672451,Pardo,558.58,6,test
190001782826,Pardo,657.8199999999999,9,train
190001019754,Asian,463.3,2,val
190001591651,White,646.24,9,train
190001022700,Pardo,465.76000000000005,2,train
190001483975,Pardo,454.7,2,train
190001688825,White,644.3399999999999,9,train
190001748976,White,572.6800000000001,7,test
190001461802,White,621.6800000000001,8,train
190001229683,Black,448.6,1,train
190001664160,White,697.6,9,train
190001871175,White,653.46,9,val
190001685098,Black,540.26,6,train
190001874521,White,389.84,0,train
190001374163,Black,574.14,7,val
190001725717,White,601.92,8,val
190001694461,White,710.58,9,val
190001021049,Pardo,440.4200000000001,1,val
190001853696,Pardo,554.6800000000001,6,test
190001653381,Pardo,519.4399999999999,5,train
190001265995,Black,501.82000000000005,4,train
190001226861,White,599.22,8,train
190001819836,Black,447.46000000000004,1,train
190001719005,White,488.7200000000001,3,train
190001467228,Pardo,631.38,8,train
190001205531,Black,562.9,7,train
190001859637,White,567.36,7,test
190001076197,Pardo,521.76,5,train
190001705101,Pardo,415.88,0,val
190001887736,White,568.7,7,train
190001574498,White,647.96,9,train
190001531126,White,566.7,7,train
190001382110,Black,607.7,8,test
190001695569,White,609.02,8,test
190001642449,White,673.7,9,train
190001584657,Asian,603.1800000000001,8,train
190001679551,Black,596.6600000000001,8,test
190001465725,Pardo,753.4399999999999,9,val
190002043735,White,537.3,6,train
190001750493,White,331.15999999999997,0,train
190001124494,White,420.84,0,val
190001040014,Pardo,436.32000000000005,1,test
190001691972,White,518.6,5,train
190001562420,Pardo,547.86,6,val
190001902264,White,522.4399999999999,5,train
190001870073,White,429.26000000000005,1,test
190001255381,Black,428.58000000000004,1,val
190001219698,White,553.76,6,train
190001353398,Pardo,408.96,0,train
190001653998,White,712.4200000000001,9,train
190001905294,Black,574.4399999999999,7,val
190001243765,Pardo,439.1,1,val
190001848194,White,497.16,4,train
190001255229,Pardo,439.76000000000005,1,train
190001819251,Pardo,546.76,6,train
190001255352,Black,468.2,2,train
190001577570,Pardo,562.22,7,train
190001123384,Pardo,534.0600000000001,5,train
190001668496,Pardo,506.46000000000004,4,train
190001017964,Pardo,432.5200000000001,1,train
190001255258,Pardo,628.38,8,val
190001130454,Pardo,430.6,1,test
190001577786,Pardo,478.71999999999997,3,test
190001018372,Black,472.14,2,test
190001251936,Pardo,543.28,6,train
190001132943,Pardo,538.92,6,train
190001666297,Pardo,474.03999999999996,2,train
190001272678,Pardo,692.36,9,test
190001476527,White,755.28,9,test
190001481930,Pardo,584.0600000000001,7,train
190002031655,Black,422.26000000000005,0,val
190001837526,Black,461.14,2,train
190001798004,Pardo,519.2,5,train
190001496401,White,430.94000000000005,1,train
190001863967,Black,562.16,7,val
190001653578,Pardo,709.24,9,val
190002022929,Black,558.58,6,train
190001584542,Black,561.16,7,val
190001268692,Pardo,486.7200000000001,3,train
190001667690,Black,508.56000000000006,4,val
190001662611,Pardo,539.54,6,train
190002066287,White,612.9,8,train
190001199828,White,540.78,6,train
190001240620,Pardo,479.5,3,val
190001105122,Black,511.76000000000005,4,train
190001503732,White,470.71999999999997,2,val
190001653253,Black,512.44,4,test
190001244122,Black,509.2,4,test
190001591179,White,728.04,9,val
190002027028,White,416.64,0,val
190001898542,Black,564.6600000000001,7,test
190001116092,Pardo,400.84,0,train
190001751597,Pardo,499.02,4,train
190001867692,White,519.6600000000001,5,train
190001788996,Pardo,626.14,8,train
190001862768,White,570.26,7,test
190001247263,Pardo,499.71999999999997,4,test
190001467567,Asian,477.91999999999996,3,train
190001672112,Pardo,607.26,8,test
190001752317,White,656.24,9,val
190001016851,Pardo,535.98,6,train
190001248464,White,573.5200000000001,7,train
190001265294,Pardo,410.62,0,val
190001843801,White,716.96,9,train
190001268729,White,476.02,3,train
190001898037,White,559.36,6,train
190001022682,Asian,473.66,2,train
190001648083,Pardo,573.14,7,train
190001229783,White,416.5799999999999,0,val
190001222260,Pardo,567.5200000000001,7,test
190001020882,Pardo,537.0600000000001,6,train
190001739540,White,542.08,6,train
190001759222,Pardo,453.17999999999995,2,train
190002076323,White,645.6,9,val
190001577254,White,482.73999999999995,3,train
190001870558,Pardo,450.37999999999994,1,train
190001639187,White,504.66,4,train
190001517166,Black,450.0,1,test
190001349382,White,480.4,3,train
190001682053,Pardo,500.67999999999995,4,train
190001722278,White,484.32,3,test
190001120576,Pardo,510.06000000000006,4,train
190001129301,Pardo,433.73999999999995,1,train
190001740184,White,467.5,2,train
190001877083,Pardo,469.43999999999994,2,test
190001127051,Pardo,418.1,0,train
190001668870,Pardo,397.18,0,train
190001871051,Black,527.4399999999999,5,train
190001866357,White,506.18,4,train
190001863575,Pardo,586.3399999999999,7,train
190001577236,White,596.98,8,test
190001905707,White,701.5799999999999,9,train
190001866690,White,555.18,6,train
190001467154,White,759.5600000000001,9,train
190001863117,Pardo,552.9,6,val
190001736168,White,750.8399999999999,9,train
190001499975,Black,388.65999999999997,0,test
190001863963,Pardo,580.1,7,test
190001094916,Pardo,577.92,7,test
190001879767,Asian,483.78000000000003,3,val
190001520674,White,686.2,9,test
190001022744,Pardo,486.82000000000005,3,train
190001748308,Pardo,544.24,6,train
190001701482,White,533.16,5,train
190001107648,White,544.4599999999999,6,val
190001902085,Pardo,598.92,8,train
190001769261,Pardo,439.64,1,train
190001602416,Pardo,465.0,2,test
190001894088,Pardo,512.8199999999999,4,test
190001233385,Black,358.4,0,test
190001737573,White,513.2,5,val
190001705246,Pardo,474.3,3,train
190001408944,Pardo,557.78,6,train
190001269796,Black,608.88,8,train
190001691060,Pardo,512.1600000000001,4,val
190001401760,Black,504.43999999999994,4,test
190001018840,Pardo,547.4,6,train
190001887205,Black,531.8399999999999,5,train
190001190678,Pardo,487.53999999999996,3,train
190001395733,Pardo,442.62,1,train
190001636044,Pardo,533.62,5,test
190002047201,Pardo,633.0,8,train
190001788444,White,679.1600000000001,9,test
190001602050,Pardo,497.12000000000006,4,train
190001476601,Pardo,449.91999999999996,1,test
190001650833,Pardo,574.8199999999999,7,test
190002038235,Pardo,588.92,7,val
190001262026,Pardo,549.3199999999999,6,val
190001494899,Pardo,501.82000000000005,4,test
190001255458,Pardo,580.74,7,train
190002026938,White,447.06000000000006,1,val
190001364168,Pardo,420.16,0,val
190001653291,White,681.6800000000001,9,train
190001112155,White,428.28000000000003,1,val
190001385649,Pardo,537.8,6,val
190001353032,Indigenous,410.73999999999995,0,train
190002061250,White,592.64,8,test
190001023230,Black,466.16,2,train
190001755891,Pardo,570.1600000000001,7,train
190001020976,Pardo,525.9799999999999,5,train
190001619665,Pardo,512.38,4,train
190001356300,Pardo,440.76000000000005,1,train
190001905158,White,523.78,5,val
190001222407,Pardo,621.8199999999999,8,train
190001212579,White,467.58000000000004,2,test
190001079847,Pardo,545.4799999999999,6,test
190001845137,White,598.22,8,test
190001616230,Pardo,553.1800000000001,6,train
190001250984,Pardo,515.6,5,test
190001478141,Black,457.26000000000005,2,val
190001021772,Pardo,545.46,6,train
190001472801,White,475.93999999999994,3,test
190001631917,White,499.62000000000006,4,val
190001126221,Pardo,647.92,9,val
190001729076,Pardo,488.28000000000003,3,train
190001513746,Pardo,564.02,7,train
190001022276,Pardo,333.9,0,val
190001880424,White,645.8599999999999,9,train
190001866591,White,613.86,8,val
190001366955,Pardo,591.86,7,train
190001672671,Pardo,687.92,9,val
190001230232,Black,524.36,5,train
190001474421,Pardo,439.76000000000005,1,train
190001018824,Black,427.38,1,train
190001262654,Pardo,425.56000000000006,1,train
190001128601,White,588.78,7,train
190001900739,Pardo,485.64,3,test
190001782135,White,481.68,3,train
190002026921,Black,518.24,5,train
190001695404,White,531.28,5,train
190001128307,Pardo,480.02,3,val
190001580583,Pardo,612.6,8,test
190001887237,White,577.88,7,val
190001768504,Pardo,465.5200000000001,2,train
190001357113,Black,565.14,7,train
190001399596,Pardo,412.32,0,val
190001571150,White,577.4,7,train
190001761435,Asian,448.4,1,train
190001118248,Pardo,489.28000000000003,3,train
190001523899,Pardo,682.9,9,train
190001356245,Pardo,422.43999999999994,0,test
190001891080,White,625.28,8,train
190001113237,White,699.1800000000001,9,train
190001107022,Pardo,513.02,4,train
190001801702,Pardo,660.8399999999999,9,test
190001662582,Pardo,553.9799999999999,6,val
190001633766,White,705.8399999999999,9,train
190001375173,Pardo,445.73999999999995,1,test
190001629792,Black,517.4,5,train
190001503742,Black,471.5,2,train
190001577295,Black,612.28,8,test
190001669941,Pardo,324.28,0,test
190001233131,Pardo,572.62,7,test
190001867275,Pardo,452.1,1,train
190001111592,Pardo,476.12,3,train
190001829888,Pardo,518.26,5,train
190001487676,White,463.9,2,train
190001679324,Pardo,423.17999999999995,0,train
190001677731,White,567.4,7,train
190001265764,Pardo,488.32000000000005,3,train
190001598891,Pardo,497.71999999999997,4,train
190001044452,Pardo,466.84,2,train
190001871056,Black,477.7,3,val
190001042160,Pardo,532.58,5,train
190001888252,Pardo,665.3,9,train
190001423726,Pardo,491.14,3,train
190001650372,Pardo,455.16,2,train
190001631944,Pardo,467.46000000000004,2,train
190001729303,Pardo,714.38,9,train
190001647530,Pardo,525.9599999999999,5,train
190001643317,Pardo,508.56000000000006,4,train
190001247316,Black,416.16,0,val
190001778579,Indigenous,506.43999999999994,4,val
190001452983,Pardo,484.21999999999997,3,train
190001630317,Pardo,412.1,0,train
190001195824,Pardo,508.0200000000001,4,val
190001771154,White,516.74,5,train
190001634049,Black,544.08,6,val
190001017727,Pardo,578.0,7,train
190001548196,White,415.4200000000001,0,test
190001110191,White,601.5,8,test
190001548078,Pardo,497.03999999999996,4,val
190001034254,Pardo,466.14,2,train
190001105009,Pardo,536.0,6,val
190001097294,Black,506.48,4,train
190001262029,White,655.5,9,val
190001605415,White,727.1,9,train
190002054619,Black,620.02,8,val
190001741291,White,539.4,6,train
190001668869,Black,476.38,3,test
190001902138,White,667.76,9,val
190001853734,Black,534.82,5,train
190001179593,Pardo,376.09999999999997,0,train
190001020005,Pardo,414.26000000000005,0,val
190001551523,White,534.2,5,train
190001648548,Black,464.8,2,val
190001095031,White,550.4399999999999,6,val
190001874600,Black,522.18,5,val
190001413869,Black,488.0200000000001,3,train
190001481857,White,514.1600000000001,5,train
190001371348,Pardo,455.7,2,train
190001261957,Pardo,569.78,7,test
190001385898,White,447.0799999999999,1,train
190001883963,White,623.26,8,train
190001395728,White,516.0799999999999,5,train
190001085837,Asian,574.9,7,train
190001837774,Asian,613.22,8,train
190001664912,Pardo,645.3,9,train
190001890572,White,574.42,7,train
190001266154,Pardo,524.2,5,val
190001881033,White,544.04,6,train
190001657494,White,515.1,5,val
190002061722,White,681.46,9,test
190001184488,Pardo,461.17999999999995,2,train
190001894015,White,654.22,9,train
190001491195,Pardo,489.53999999999996,3,train
190001416441,Pardo,355.3,0,val
190001616134,Pardo,571.04,7,train
190001957145,Pardo,411.23999999999995,0,test
190001863501,White,654.0,9,test
190001834220,White,559.9,6,test
190001657547,Black,606.58,8,train
190001834198,White,697.48,9,val
190001643744,Black,508.43999999999994,4,train
190001757137,White,463.53999999999996,2,val
190001570794,Black,532.4,5,test
190001666696,White,602.04,8,train
190001859920,White,592.9200000000001,8,val
190001020324,Pardo,468.84000000000003,2,train
190001662976,Pardo,567.46,7,test
190001894348,White,490.03999999999996,3,train
190001711855,White,576.4,7,test
190001753727,White,408.41999999999996,0,test
190001638896,Black,495.86,4,test
190002048632,Pardo,527.04,5,test
190001273056,Black,423.9599999999999,1,train
190001248102,Pardo,526.12,5,val
190002026798,Asian,463.4,2,test
190001869571,Pardo,682.6600000000001,9,train
190002034941,White,547.4399999999999,6,train
190001503574,Pardo,531.4,5,train
190001891280,White,601.98,8,val
190001233274,Pardo,420.58000000000004,0,val
190001240198,Black,403.1,0,test
190001876614,White,415.32,0,train
190001459986,Black,491.87999999999994,3,train
190001345905,Pardo,474.67999999999995,3,val
190001870353,White,684.42,9,val
190001886815,White,521.3799999999999,5,train
190001890961,White,551.78,6,test
190001888053,Pardo,489.23999999999995,3,train
190001179582,Pardo,506.48,4,test
190002051214,Black,503.64,4,train
190001258199,Pardo,508.93999999999994,4,test
190001467291,White,542.32,6,train
190001366931,White,489.7,3,train
190001233184,Pardo,456.43999999999994,2,test
190001570436,White,557.96,6,train
190001020476,White,527.8,5,train
190001637478,White,645.08,9,train
190001226155,Black,531.3199999999999,5,train
190001655459,Pardo,554.6600000000001,6,train
190001668175,White,651.88,9,train
190001020660,Pardo,421.88,0,train
190001489183,Pardo,570.6800000000001,7,train
190001594685,White,649.8399999999999,9,val
190001262369,Pardo,598.6199999999999,8,train
190001573961,White,508.96000000000004,4,train
190001674856,Pardo,533.72,5,train
190001584464,White,740.54,9,test
190001104870,Pardo,604.0600000000001,8,val
190001195790,Pardo,441.46000000000004,1,test
190001485462,Black,404.38,0,train
190001664197,Black,496.71999999999997,4,train
190001679484,White,491.96000000000004,3,train
190001503673,Pardo,635.5,8,train
190002035316,Pardo,741.78,9,train
190001847460,White,537.38,6,train
190001779412,White,442.34,1,train
190001782771,White,457.66,2,train
190001816171,Pardo,544.9,6,val
190001487438,White,575.3799999999999,7,train
190001262522,White,598.5799999999999,8,train
190001851129,White,700.72,9,train
190001392271,Black,460.1,2,test
190002044092,White,677.0,9,test
190001209276,White,532.8399999999999,5,train
190001020614,White,689.9399999999999,9,train
190001255503,Pardo,451.2,1,train
190001704969,Pardo,556.5400000000001,6,train
190001905811,Pardo,628.8599999999999,8,train
190001076258,Black,549.76,6,test
190001852658,White,719.04,9,train
190001378415,Pardo,565.5600000000001,7,train
190001226732,Pardo,416.78000000000003,0,test
190001891809,White,549.32,6,test
190001628096,White,637.1,8,train
190001378623,Pardo,486.35999999999996,3,train
190001417437,Pardo,486.16,3,val
190001712269,White,473.88,2,train
190001041144,Indigenous,570.3399999999999,7,train
190001574691,White,400.32000000000005,0,train
190001856001,Asian,443.48,1,train
190001272482,Black,457.86,2,test
190001513355,Pardo,465.1,2,train
190001869767,White,489.66,3,train
190001749146,Pardo,438.76000000000005,1,val
190001462092,Black,472.23999999999995,2,train
190001704923,White,544.0,6,test
190002069869,Pardo,499.78000000000003,4,train
190001901931,Black,580.3199999999999,7,train
190001251918,White,381.52,0,train
190001739617,White,630.1,8,test
190001854084,Pardo,502.12000000000006,4,train
190001222991,Pardo,492.5799999999999,3,train
190001382355,Black,480.9,3,train
190001580655,Pardo,601.88,8,train
190001230178,Black,661.72,9,train
190001681044,White,410.71999999999997,0,val
190001901478,White,639.54,9,train
190001513276,White,594.38,8,train
190001342111,White,562.9,7,val
190001639999,Asian,422.6,0,train
190001018573,Pardo,498.14,4,test
190001863123,Pardo,540.42,6,train
190001262102,White,506.73999999999995,4,train
190001873074,White,600.6600000000001,8,train
190001595105,Black,546.9399999999999,6,train
190001192788,Pardo,610.24,8,train
190001836967,White,529.96,5,train
190001874381,Pardo,508.82000000000005,4,train
190001767639,Pardo,580.5200000000001,7,train
190001095530,Pardo,500.18,4,val
190001887744,White,582.78,7,train
190001668181,Pardo,605.22,8,train
190001729299,Indigenous,547.18,6,test
